"Fecha","Último","Apertura","Máximo","Mínimo","% var."
"08.10.2021","12,523","12,523","12,523","12,523","-0,41%"
"07.10.2021","12,575","12,575","12,575","12,575","1,48%"
"06.10.2021","12,391","12,391","12,391","12,391","1,68%"
"04.10.2021","12,186","12,186","12,186","12,186","-1,38%"
"01.10.2021","12,356","12,356","12,356","12,356","0,32%"
"30.09.2021","12,316","12,316","12,316","12,316","-0,65%"
"29.09.2021","12,396","12,396","12,396","12,396","0,85%"
"28.09.2021","12,291","12,291","12,291","12,291","-1,92%"
"27.09.2021","12,531","12,531","12,531","12,531","0,02%"
"24.09.2021","12,528","12,528","12,528","12,528","0,18%"
"23.09.2021","12,506","12,506","12,506","12,506","0,82%"
"22.09.2021","12,404","12,404","12,404","12,404","1,15%"
"21.09.2021","12,263","12,263","12,263","12,263","-1,70%"
"17.09.2021","12,475","12,475","12,475","12,475","-0,38%"
"16.09.2021","12,523","12,523","12,523","12,523","0,33%"
"15.09.2021","12,482","12,482","12,482","12,482","0,47%"
"14.09.2021","12,423","12,423","12,423","12,423","-0,36%"
"13.09.2021","12,468","12,468","12,468","12,468","0,06%"
"10.09.2021","12,461","12,461","12,461","12,461","-0,69%"
"09.09.2021","12,548","12,548","12,548","12,548","-0,28%"
"08.09.2021","12,583","12,583","12,583","12,583","-0,01%"
"07.09.2021","12,584","12,584","12,584","12,584","-0,25%"
"06.09.2021","12,616","12,616","12,616","12,616","0,21%"
"03.09.2021","12,590","12,590","12,590","12,590","-0,10%"
"02.09.2021","12,603","12,603","12,603","12,603","0,00%"
"01.09.2021","12,603","12,603","12,603","12,603","-0,19%"
"31.08.2021","12,627","12,627","12,627","12,627","-0,14%"
"30.08.2021","12,645","12,645","12,645","12,645","0,37%"
"27.08.2021","12,598","12,598","12,598","12,598","0,41%"
"26.08.2021","12,547","12,547","12,547","12,547","-0,37%"
"25.08.2021","12,594","12,594","12,594","12,594","0,11%"
"24.08.2021","12,580","12,580","12,580","12,580","0,07%"
"23.08.2021","12,571","12,571","12,571","12,571","0,59%"
"20.08.2021","12,497","12,497","12,497","12,497","0,66%"
"19.08.2021","12,415","12,415","12,415","12,415","-0,02%"
"18.08.2021","12,418","12,418","12,418","12,418","-0,70%"
"17.08.2021","12,505","12,505","12,505","12,505","0,10%"
"16.08.2021","12,492","12,492","12,492","12,492","0,14%"
"13.08.2021","12,475","12,475","12,475","12,475","-0,34%"
"12.08.2021","12,518","12,518","12,518","12,518","0,35%"
"11.08.2021","12,474","12,474","12,474","12,474","0,01%"
"10.08.2021","12,473","12,473","12,473","12,473","0,26%"
"09.08.2021","12,441","12,441","12,441","12,441","0,11%"
"06.08.2021","12,427","12,427","12,427","12,427","0,79%"
"05.08.2021","12,329","12,329","12,329","12,329","0,59%"
"04.08.2021","12,257","12,257","12,257","12,257","0,02%"
"03.08.2021","12,254","12,254","12,254","12,254","0,42%"
"02.08.2021","12,203","12,203","12,203","12,203","-0,06%"
"30.07.2021","12,210","12,210","12,210","12,210","-0,38%"
"29.07.2021","12,257","12,257","12,257","12,257","0,02%"
"28.07.2021","12,255","12,255","12,255","12,255","0,01%"
"27.07.2021","12,254","12,254","12,254","12,254","-0,70%"
"26.07.2021","12,340","12,340","12,340","12,340","-0,06%"
"23.07.2021","12,347","12,347","12,347","12,347","1,06%"
"22.07.2021","12,218","12,218","12,218","12,218","0,43%"
"21.07.2021","12,166","12,166","12,166","12,166","0,65%"
"20.07.2021","12,088","12,088","12,088","12,088","0,07%"
"16.07.2021","12,080","12,080","12,080","12,080","-0,59%"
"15.07.2021","12,152","12,152","12,152","12,152","-0,12%"
"14.07.2021","12,167","12,167","12,167","12,167","-0,05%"
"12.07.2021","12,173","12,173","12,173","12,173","3,39%"
"09.07.2021","11,774","11,774","11,774","11,774","-1,97%"
"08.07.2021","12,011","12,011","12,011","12,011","-1,31%"
"07.07.2021","12,170","12,170","12,170","12,170","0,65%"
"06.07.2021","12,092","12,092","12,092","12,092","0,02%"
"05.07.2021","12,090","12,090","12,090","12,090","0,10%"
"02.07.2021","12,078","12,078","12,078","12,078","0,58%"
"01.07.2021","12,008","12,008","12,008","12,008","0,52%"
"30.06.2021","11,946","11,946","11,946","11,946","0,36%"
"29.06.2021","11,903","11,903","11,903","11,903","0,39%"
"28.06.2021","11,857","11,857","11,857","11,857","0,24%"
"25.06.2021","11,829","11,829","11,829","11,829","0,29%"
"24.06.2021","11,795","11,795","11,795","11,795","0,51%"
"23.06.2021","11,735","11,735","11,735","11,735","0,07%"
"22.06.2021","11,727","11,727","11,727","11,727","0,48%"
"21.06.2021","11,671","11,671","11,671","11,671","-0,17%"
"17.06.2021","11,691","11,691","11,691","11,691","0,75%"
"16.06.2021","11,604","11,604","11,604","11,604","0,61%"
"15.06.2021","11,534","11,534","11,534","11,534","-0,14%"
"14.06.2021","11,550","11,550","11,550","11,550","0,03%"
"11.06.2021","11,547","11,547","11,547","11,547","1,09%"
"08.06.2021","11,423","11,423","11,423","11,423","0,14%"
"07.06.2021","11,407","11,407","11,407","11,407","-0,24%"
"04.06.2021","11,435","11,435","11,435","11,435","0,45%"
"03.06.2021","11,384","11,384","11,384","11,384","0,31%"
"02.06.2021","11,349","11,349","11,349","11,349","0,21%"
"01.06.2021","11,325","11,325","11,325","11,325","0,05%"
"31.05.2021","11,319","11,319","11,319","11,319","-0,36%"
"28.05.2021","11,360","11,360","11,360","11,360","0,37%"
"26.05.2021","11,318","11,318","11,318","11,318","1,18%"
"20.05.2021","11,186","11,186","11,186","11,186","1,00%"
"19.05.2021","11,075","11,075","11,075","11,075","-0,54%"
"18.05.2021","11,135","11,135","11,135","11,135","-0,92%"
"17.05.2021","11,238","11,238","11,238","11,238","-0,43%"
"14.05.2021","11,286","11,286","11,286","11,286","1,02%"
"13.05.2021","11,172","11,172","11,172","11,172","0,77%"
"12.05.2021","11,087","11,087","11,087","11,087","-1,17%"
"11.05.2021","11,218","11,218","11,218","11,218","-1,35%"
"10.05.2021","11,371","11,371","11,371","11,371","-0,30%"
"06.05.2021","11,405","11,405","11,405","11,405","-0,12%"
"05.05.2021","11,419","11,419","11,419","11,419","-0,06%"
"03.05.2021","11,426","11,426","11,426","11,426","-0,19%"
"30.04.2021","11,448","11,448","11,448","11,448","0,25%"
"29.04.2021","11,420","11,420","11,420","11,420","0,12%"
"27.04.2021","11,406","11,406","11,406","11,406","-0,10%"
"26.04.2021","11,417","11,417","11,417","11,417","0,39%"
"23.04.2021","11,373","11,373","11,373","11,373","0,12%"
"22.04.2021","11,359","11,359","11,359","11,359","-0,25%"
"21.04.2021","11,387","11,387","11,387","11,387","0,87%"
"20.04.2021","11,289","11,289","11,289","11,289","-0,83%"
"19.04.2021","11,383","11,383","11,383","11,383","0,26%"
"14.04.2021","11,354","11,354","11,354","11,354","-0,42%"
"13.04.2021","11,402","11,402","11,402","11,402","0,02%"
"12.04.2021","11,400","11,400","11,400","11,400","0,09%"
"09.04.2021","11,390","11,390","11,390","11,390","0,84%"
"07.04.2021","11,295","11,295","11,295","11,295","-0,01%"
"06.04.2021","11,296","11,296","11,296","11,296","0,20%"
